Name,IP,K/9,BB/9,HR/9,BABIP,GB%,HR/FB,GB/FB,ERA,xERA,ERA-,SIERA,FIP,xFIP,FIP-,xFIP-,WAR,AVG,WHIP,WPA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,K%,BB%,playerid
Dinelson Lamet,38.2,11.17,3.72,1.4,0.369,38.90%,14.60%,1.02,4.19,4.32,104,3.85,4.02,3.89,96,92,0.6,0.28,1.55,0.02,36.20%,68.90%,49.90%,46.50%,83.80%,68.00%,41.80%,63.80%,15.90%,27.60%,9.20%,17186
Sergio Romo,53.2,8.89,3.19,1.01,0.27,35.40%,9.10%,0.79,4.19,3.41,101,3.96,3.81,4.55,92,106,0.5,0.22,1.17,0.41,32.00%,64.80%,44.00%,58.20%,84.00%,72.10%,36.50%,59.30%,12.30%,24.00%,8.60%,9817
Albert Abreu,34.1,8.65,4.98,1.83,0.173,46.60%,21.90%,1.28,4.19,4.79,97,4.57,5.73,4.73,130,110,-0.4,0.174,1.17,1.03,30.70%,66.10%,43.80%,63.50%,84.00%,74.90%,36.80%,59.20%,11.00%,23.20%,13.40%,17485
Tyler Anderson,148,7.3,1.95,1.4,0.278,34.70%,11.90%,0.81,4.2,4.2,101,4.5,4.23,4.53,100,107,2.1,0.25,1.2,-0.16,36.40%,73.90%,53.00%,70.00%,83.30%,78.20%,44.30%,68.30%,11.60%,19.40%,5.20%,12880
Blake Snell,128.2,11.89,4.83,1.12,0.291,39.70%,14.30%,1.06,4.2,4.85,104,4.02,3.82,3.75,91,88,2.2,0.211,1.32,0.7,28.60%,67.70%,44.20%,51.00%,83.40%,70.80%,39.80%,57.60%,12.90%,30.90%,12.50%,13543
Jimmie Sherfy,15,7.2,2.4,1.8,0.214,43.20%,15.80%,1,4.2,4.29,105,4.23,5.36,5.02,132,119,-0.1,0.211,1.07,-0.22,29.20%,57.00%,41.30%,68.40%,86.00%,78.90%,43.50%,60.30%,8.70%,19.00%,6.30%,15118
Derek Law,15,8.4,4.8,1.2,0.326,44.40%,14.30%,1.43,4.2,5.08,96,4.6,4.63,4.56,108,106,0,0.271,1.6,-0.23,30.90%,73.50%,47.90%,50.00%,82.60%,70.00%,40.10%,58.20%,14.40%,20.90%,11.90%,13133
Kyle McGowin,30,10.5,4.2,1.5,0.222,33.80%,14.30%,0.74,4.2,3.36,99,3.87,4.6,4.51,107,107,0.1,0.188,1.17,0.16,33.70%,62.70%,45.80%,60.40%,83.80%,73.80%,42.00%,60.20%,12.00%,27.30%,10.90%,15071
Tarik Skubal,139,10.36,2.98,2.01,0.287,37.80%,19.70%,0.9,4.21,5.47,95,3.83,4.88,3.99,112,93,1.1,0.243,1.27,-0.23,30.00%,69.40%,48.20%,62.20%,83.10%,76.10%,46.10%,63.50%,11.50%,27.00%,7.80%,22267
Pete Fairbanks,36.1,12.14,4.46,0.5,0.352,42.40%,5.70%,1.11,4.21,3,101,3.51,2.75,3.75,67,88,0.8,0.239,1.43,0.53,31.20%,66.20%,46.20%,60.70%,77.40%,71.00%,42.80%,59.60%,13.40%,30.40%,11.20%,17998
Emilio Pagan,57.2,10.14,2.18,1.87,0.266,23.20%,13.20%,0.4,4.21,4.14,104,3.62,4.45,4.55,106,108,0.2,0.227,1.11,0.37,33.50%,77.50%,52.50%,63.60%,77.90%,72.70%,43.20%,60.20%,14.30%,27.50%,5.90%,14771
Jake Odorizzi,96,8.06,2.91,1.5,0.262,35.80%,13.00%,0.81,4.22,4.72,101,4.52,4.6,4.71,110,110,0.8,0.233,1.22,0.32,32.10%,74.10%,48.90%,69.90%,86.50%,80.00%,40.10%,57.10%,9.80%,21.30%,7.70%,6397
Dylan Cease,151.1,12.01,3.81,1.19,0.301,33.00%,12.00%,0.73,4.22,3.75,99,3.69,3.66,3.89,84,91,3.5,0.22,1.26,-0.07,32.30%,67.50%,46.40%,54.50%,78.60%,68.50%,40.10%,57.80%,14.60%,31.10%,9.80%,18525
Anthony Bass,55.1,8.95,3.58,1.79,0.261,42.10%,20.00%,1.16,4.23,4.63,107,4.02,5.11,4.3,125,102,-0.5,0.231,1.27,-1.27,29.20%,63.90%,44.20%,53.80%,85.10%,73.30%,43.10%,60.90%,11.80%,23.60%,9.40%,7982
Yusei Kikuchi,151,9.36,3.46,1.61,0.277,49.40%,22.30%,1.67,4.23,5.02,101,4.09,4.66,3.76,110,88,1.1,0.235,1.27,0.61,32.90%,67.10%,48.30%,56.10%,85.10%,74.20%,45.00%,63.20%,12.40%,24.80%,9.20%,20633
Luis Castillo,170,9.05,3.55,0.95,0.315,55.70%,15.40%,2.23,4.24,3.67,99,4.07,3.83,3.68,88,87,3.1,0.251,1.36,0.22,33.60%,71.80%,48.70%,61.20%,82.20%,73.50%,39.60%,58.90%,12.90%,23.50%,9.20%,15689
Luke Weaver,51,7.94,2.65,1.24,0.255,41.10%,12.70%,1.09,4.24,4.44,100,4.37,4.12,4.26,98,101,0.7,0.223,1.14,-0.1,33.30%,72.10%,49.30%,69.30%,85.00%,78.70%,41.10%,64.10%,10.50%,21.50%,7.20%,16918
Tayler Saucedo,23.1,6.56,3.86,0.39,0.235,59.40%,5.60%,2.28,4.24,4.38,95,4.4,3.68,4.49,90,105,0.2,0.198,1.16,-0.37,38.30%,69.60%,47.80%,53.90%,90.00%,69.80%,30.20%,50.50%,14.40%,17.50%,10.30%,17888
Mike Mayers,65.1,10.88,3.03,1.52,0.343,37.10%,15.50%,0.89,4.27,3.94,99,3.39,4.08,3.83,94,89,0.4,0.266,1.38,-0.21,31.70%,70.00%,47.50%,64.40%,79.30%,73.50%,41.40%,59.80%,12.60%,28.10%,7.80%,15451
Dane Dunning,105.1,8.46,3.08,0.85,0.339,53.50%,12.30%,2.06,4.27,4.59,98,4.1,3.66,3.79,87,89,1.9,0.274,1.41,0.36,31.40%,66.50%,46.00%,67.00%,87.20%,79.10%,41.60%,64.70%,9.60%,21.90%,7.90%,19409
Yacksel Rios,27.1,7.57,5.27,0.99,0.214,42.50%,9.10%,0.94,4.28,4.98,96,5.1,4.88,5.6,115,130,0,0.188,1.24,-0.17,28.40%,67.20%,43.70%,57.00%,86.80%,75.00%,39.30%,50.90%,10.90%,20.20%,14.00%,15007
Jake Woodford,48.1,7.45,3.54,1.3,0.291,41.90%,14.90%,1.32,4.28,4.85,106,4.61,5,4.85,121,115,-0.1,0.255,1.39,-0.44,23.60%,69.00%,43.10%,70.40%,86.90%,81.70%,42.80%,57.50%,7.90%,18.70%,8.90%,18674
Taijuan Walker,144.2,8.52,3.11,1.43,0.258,40.90%,14.00%,1,4.29,4.47,109,4.35,4.46,4.41,107,104,1.5,0.224,1.19,-0.8,28.80%,65.10%,45.50%,68.40%,84.70%,79.10%,45.90%,63.90%,9.50%,22.90%,8.40%,11836
Merrill Kelly,142.1,7.46,2.09,1.14,0.296,43.80%,12.00%,1.27,4.3,4.17,102,4.32,3.91,4.14,93,98,2.5,0.256,1.24,-0.72,31.80%,70.10%,49.00%,65.90%,89.80%,81.30%,44.90%,62.20%,9.20%,19.80%,5.50%,11156
Phil Maton,60.2,12.02,4.15,0.74,0.349,39.30%,8.30%,0.98,4.3,3.62,98,3.44,3.2,3.88,75,91,0.8,0.241,1.38,0.04,33.50%,69.30%,48.70%,49.80%,77.10%,66.30%,42.50%,60.40%,16.40%,30.60%,10.60%,18064
Yu Darvish,150,10.62,2.16,1.62,0.273,37.00%,15.30%,0.81,4.32,3.31,107,3.47,4.02,3.77,96,89,2.4,0.223,1.09,-0.32,30.40%,67.90%,47.80%,56.80%,83.40%,74.30%,46.30%,60.40%,12.30%,28.80%,5.90%,13074
Duane Underwood Jr.,72.2,8.05,3.34,1.11,0.316,43.50%,13.00%,1.41,4.33,5.02,105,4.2,4.26,4.34,101,103,0.1,0.266,1.43,-1.31,27.60%,67.20%,44.70%,63.00%,85.70%,77.80%,43.30%,61.90%,9.90%,20.30%,8.40%,14677
Jay Jackson,18.2,12.54,4.82,1.45,0.263,25.00%,13.60%,0.45,4.34,4.03,108,3.54,4.07,4.08,101,96,0.1,0.194,1.23,-0.38,28.00%,72.50%,45.30%,50.00%,83.20%,70.60%,38.80%,49.40%,13.30%,33.80%,13.00%,7432
Anthony Misiewicz,49.2,8.7,2.36,0.91,0.338,42.60%,9.60%,1.21,4.35,3.51,104,3.72,3.38,3.94,80,92,0.7,0.273,1.35,0.21,35.40%,73.40%,52.50%,62.40%,83.00%,75.40%,44.90%,67.00%,12.90%,22.60%,6.10%,18152
Alec Mills,101.1,6.57,2.31,1.07,0.321,51.70%,13.30%,1.87,4.35,4.5,105,4.38,4.22,4.26,101,101,1.2,0.282,1.38,-0.39,30.70%,64.80%,45.20%,74.00%,89.40%,83.40%,42.70%,64.30%,7.50%,16.90%,5.90%,13834
Jharel Cotton,20.2,8.71,3.92,0.87,0.333,20.60%,5.30%,0.34,4.35,3.33,100,4.9,3.94,5.95,93,138,0.2,0.271,1.55,0.12,32.60%,74.20%,50.00%,70.30%,81.80%,77.40%,41.80%,64.20%,11.30%,21.10%,9.50%,13654
Justin Steele,41,9.44,4.39,1.54,0.29,52.30%,24.10%,2,4.39,3.91,106,4.27,5.11,4.15,123,98,0,0.242,1.41,0.25,29.60%,63.30%,43.40%,59.50%,84.00%,74.20%,41.10%,58.20%,11.20%,23.60%,11.00%,17312
Wade LeBlanc,49,5.33,3.12,1.47,0.294,35.50%,11.80%,0.88,4.41,5.69,107,5.47,5.39,5.73,129,136,0,0.28,1.49,-0.2,31.80%,67.70%,46.70%,73.60%,84.70%,80.30%,41.40%,61.10%,9.20%,13.10%,7.70%,5221
Jameson Taillon,138.2,8.83,2.73,1.56,0.276,33.20%,12.70%,0.69,4.41,3.97,102,4.3,4.49,4.67,102,109,1.9,0.238,1.22,-0.29,33.90%,72.60%,50.70%,62.80%,83.70%,75.80%,43.50%,63.20%,12.30%,23.40%,7.20%,11674
Kyle Crick,24.1,7.77,7.03,0,0.226,36.70%,0.00%,0.96,4.44,4.98,108,5.75,4.4,6.08,104,144,0,0.169,1.36,0.4,31.60%,56.20%,39.40%,66.00%,87.00%,75.40%,31.60%,60.70%,9.70%,19.60%,17.80%,13182
Triston McKenzie,103.1,10.45,4.27,1.39,0.203,30.20%,13.10%,0.61,4.44,3.89,99,4.22,4.33,4.42,101,103,1.5,0.172,1.08,0.51,34.40%,68.70%,47.50%,58.30%,85.50%,73.30%,38.00%,62.40%,12.70%,28.70%,11.70%,18000
Zac Gallen,103.1,10.28,3.83,1.31,0.294,43.70%,14.60%,1.18,4.44,3.8,105,4.13,4.19,4.08,100,96,1.4,0.234,1.34,-0.24,30.00%,63.70%,43.70%,64.70%,89.00%,79.10%,40.60%,60.30%,9.20%,26.20%,9.80%,19291
Zach Plesac,125.1,6.32,2.08,1.44,0.255,46.10%,13.20%,1.2,4.45,4.41,100,4.7,4.67,4.75,109,111,1.1,0.24,1.16,0,31.90%,74.50%,50.50%,65.00%,85.20%,78.00%,43.70%,67.50%,11.10%,16.80%,5.50%,19979
Domingo German,97,8.81,2.32,1.58,0.269,42.10%,13.80%,0.96,4.45,4.05,102,4.03,4.32,4.3,98,100,1.3,0.234,1.16,0.14,37.90%,68.50%,50.20%,60.50%,80.80%,71.60%,40.30%,63.80%,14.20%,23.60%,6.20%,17149
Jeff Hoffman,64.2,9.19,5.29,1.39,0.299,37.30%,14.10%,0.97,4.45,4.79,104,4.91,5.03,4.98,116,118,0.2,0.249,1.56,-0.65,28.20%,68.20%,43.90%,57.40%,85.30%,74.40%,39.30%,52.70%,11.20%,22.40%,12.90%,17432
Joey Lucchesi,38.1,9.63,2.58,0.94,0.303,39.80%,9.30%,0.91,4.46,3.62,113,3.8,3.4,4.04,82,95,0.7,0.236,1.17,-0.4,24.60%,68.70%,44.90%,65.10%,83.80%,78.30%,46.00%,66.20%,9.80%,26.10%,7.00%,19320
Brandon Bielak,44.1,7.51,3.45,1.02,0.279,43.90%,11.60%,1.35,4.47,4.17,107,4.39,4.31,4.57,103,107,0,0.24,1.31,-0.87,32.00%,66.80%,46.60%,63.70%,88.70%,78.70%,41.90%,53.90%,9.90%,19.40%,8.90%,19866
Nick Pivetta,140.1,10,3.98,1.35,0.283,38.40%,12.90%,0.88,4.49,3.94,99,4.28,4.32,4.44,102,104,1.9,0.228,1.31,0.42,30.20%,70.90%,48.20%,62.70%,86.60%,78.20%,44.30%,64.10%,10.50%,26.00%,10.30%,15454
J.B. Wendelken,36,8.5,4.5,1,0.321,44.50%,11.10%,1.36,4.5,4.32,108,4.49,4.22,4.55,101,107,0.1,0.264,1.56,-0.38,28.90%,71.10%,47.50%,67.70%,82.80%,77.70%,44.00%,53.70%,10.60%,21.00%,11.10%,14506
Austin Gomber,115.1,8.82,3.2,1.56,0.264,44.30%,16.80%,1.21,4.53,4.11,95,4.29,4.6,4.18,103,99,1.3,0.23,1.24,0.47,30.90%,64.90%,46.10%,58.50%,85.30%,75.40%,44.70%,65.40%,11.30%,23.20%,8.40%,16561
Trevor Stephan,55.2,10.67,4.85,2.1,0.277,32.00%,18.60%,0.7,4.53,5.54,101,4.15,5.61,4.81,130,112,-0.4,0.236,1.47,0.16,26.70%,72.30%,46.80%,57.70%,78.70%,72.00%,44.00%,59.30%,13.10%,26.10%,11.90%,19932
Jorge Alcala,51.2,8.71,2.26,1.74,0.258,45.30%,20.00%,1.24,4.53,4.17,103,3.52,4.61,3.82,108,89,-0.1,0.229,1.08,-0.82,38.40%,75.10%,54.50%,62.50%,80.50%,73.40%,43.80%,63.50%,14.50%,24.60%,6.40%,19459
Kyle Hendricks,166.2,6.59,2.16,1.57,0.299,42.40%,15.70%,1.24,4.54,4.85,110,4.68,4.88,4.59,117,109,1.1,0.275,1.34,0.28,36.50%,67.00%,49.00%,73.40%,88.30%,81.70%,40.90%,67.90%,8.90%,16.90%,5.60%,12049
Nick Neidert,35.2,5.3,5.8,1.01,0.26,36.20%,8.30%,0.79,4.54,6.03,115,6.47,5.8,6.74,142,160,-0.2,0.24,1.51,-0.13,25.80%,70.10%,45.20%,82.80%,83.60%,83.30%,43.60%,64.30%,7.50%,13.40%,14.60%,18699
Ross Stripling,95,8.72,2.65,1.99,0.27,36.20%,17.10%,0.81,4.55,4.59,102,4.23,5.05,4.48,124,104,0.2,0.245,1.25,0.12,28.30%,70.60%,47.00%,65.10%,84.90%,78.20%,44.20%,63.90%,10.20%,22.90%,7.00%,13273
Taylor Widener,63.1,9.38,4.83,1.85,0.263,33.10%,15.50%,0.69,4.55,5.5,108,4.88,5.64,5.33,135,126,-0.1,0.232,1.44,-0.12,27.60%,68.60%,44.90%,64.50%,86.30%,78.60%,42.30%,54.50%,9.60%,23.10%,11.90%,19266
Ryan Helsley,47.1,8.94,5.13,0.76,0.281,42.00%,9.50%,1.31,4.56,4.75,113,4.58,3.99,4.47,96,106,0.3,0.223,1.42,0.41,27.60%,68.80%,45.50%,55.60%,85.00%,74.90%,43.40%,56.30%,11.40%,22.80%,13.10%,18138
Stephen Strasburg,21.2,8.72,5.82,1.66,0.218,35.60%,18.20%,0.95,4.57,5.19,108,5.32,5.7,5.11,133,121,0,0.2,1.38,0.2,22.70%,56.90%,35.60%,52.90%,85.90%,72.90%,37.80%,47.40%,9.70%,22.10%,14.70%,10131
Aaron Nola,163,11.15,1.93,1.33,0.306,39.90%,14.00%,0.99,4.58,3.43,110,3.25,3.41,3.37,78,79,3.9,0.235,1.12,-1.09,34.40%,68.40%,49.00%,61.40%,81.80%,73.60%,42.90%,66.50%,12.90%,29.90%,5.20%,16149
Carlos Estevez,53,9.17,3.06,1.19,0.34,44.80%,12.30%,1.21,4.58,4.08,96,3.82,3.97,4.17,89,99,0.5,0.275,1.43,0.5,26.30%,76.00%,50.10%,64.70%,82.50%,77.60%,47.70%,61.50%,11.20%,23.40%,7.80%,14542
Luis Patino,64.1,9.09,3.78,1.54,0.282,29.30%,12.00%,0.6,4.62,4.44,111,4.64,4.72,5.04,114,117,0.5,0.241,1.37,-0.33,33.40%,73.10%,50.40%,65.40%,83.90%,76.80%,42.70%,58.50%,11.70%,23.00%,9.60%,22815
Anthony Banda,23.1,8.87,3.86,1.54,0.384,37.70%,12.10%,0.88,4.63,4,115,4.37,4.83,5.12,116,121,-0.1,0.32,1.8,-0.32,30.30%,70.20%,46.60%,60.80%,87.40%,77.20%,41.00%,53.20%,10.60%,20.70%,9.00%,14706
Kyle Zimmer,46.2,8.49,5.21,1.16,0.263,51.70%,14.00%,1.42,4.63,4.35,104,4.69,4.68,4.65,111,108,0,0.22,1.35,0.59,29.40%,63.90%,43.20%,64.30%,81.30%,74.40%,40.20%,56.50%,11.10%,23.00%,14.10%,14169
Seth Elledge,11.2,8.49,5.4,0.77,0.375,36.40%,7.70%,0.92,4.63,5.26,115,4.9,4.45,5.32,107,126,0,0.295,1.71,-0.2,21.20%,69.00%,39.40%,69.00%,82.80%,78.20%,38.00%,65.40%,8.60%,21.20%,13.50%,19766
Kenta Maeda,106.1,9.56,2.71,1.35,0.316,38.40%,14.40%,1.03,4.66,3.75,106,3.98,4.09,4,96,93,1.7,0.256,1.3,-0.64,35.20%,72.00%,49.30%,57.70%,84.10%,72.50%,38.40%,59.60%,13.60%,24.90%,7.10%,18498
Chris Archer,19.1,9.78,3.72,1.4,0.294,31.50%,10.70%,0.61,4.66,5.88,112,4.36,4.25,4.81,103,112,0.2,0.24,1.34,0.14,24.90%,71.90%,45.90%,53.30%,84.80%,75.30%,44.60%,61.40%,11.30%,25.30%,9.60%,6345
Madison Bumgarner,129.1,7.79,2.51,1.46,0.27,32.80%,12.10%,0.72,4.66,4.44,111,4.56,4.63,4.9,110,116,1.4,0.24,1.21,-1.17,30.70%,68.40%,48.60%,66.10%,87.30%,80.30%,47.40%,63.70%,9.60%,20.50%,6.60%,5524
Garrett Richards,127,7.65,3.9,1.28,0.333,46.40%,13.60%,1.43,4.68,5.58,103,4.83,4.72,4.73,111,110,1.1,0.287,1.6,-1.32,28.80%,72.60%,48.80%,60.40%,89.70%,80.30%,45.60%,59.00%,9.60%,18.80%,9.50%,9784
Lewis Thorpe,15.1,3.52,4.11,1.17,0.235,52.80%,13.30%,1.87,4.7,5.12,107,5.96,5.45,5.49,127,128,0,0.237,1.37,-0.51,31.30%,67.30%,46.60%,80.00%,90.30%,86.30%,42.60%,59.10%,6.40%,9.10%,10.60%,15906
Ervin Santana,59.1,6.98,2.88,1.37,0.271,37.30%,12.30%,0.9,4.7,5.84,106,4.49,4.6,4.81,109,112,0,0.244,1.25,-0.08,35.10%,68.30%,47.70%,60.20%,91.20%,77.00%,37.90%,58.40%,10.90%,18.80%,7.80%,3200
Joakim Soria,36.1,9.66,2.97,1.24,0.33,32.70%,11.90%,0.79,4.71,3.7,110,3.71,3.88,4.15,93,98,0.2,0.262,1.35,-0.5,32.60%,73.90%,50.90%,60.40%,84.20%,75.70%,44.20%,69.50%,12.40%,25.30%,7.80%,6941
Nick Wittgren,55.1,9.27,2.11,1.95,0.296,45.10%,27.90%,1.6,4.72,5.15,106,3.29,4.73,3.3,110,77,-0.2,0.256,1.21,-0.52,28.90%,70.20%,47.20%,63.90%,81.70%,75.60%,44.20%,62.40%,11.50%,25.20%,5.80%,15594
Chad Kuhl,74.1,8.11,4.6,1.33,0.283,44.40%,15.50%,1.3,4.72,4.85,115,4.96,5.14,4.92,122,116,0.1,0.243,1.41,-1.38,24.70%,65.40%,41.00%,59.00%,83.00%,74.40%,40.20%,50.60%,10.50%,20.80%,11.80%,14975
Drew Smyly,117.2,8.41,2.91,2.07,0.295,39.30%,19.40%,0.99,4.74,5.19,112,4.41,5.3,4.42,127,104,0.2,0.267,1.39,-0.82,33.20%,71.40%,49.40%,57.60%,87.30%,75.80%,42.50%,64.00%,12.00%,21.60%,7.50%,11760
Jon Lester,119.1,5.43,3.62,1.51,0.299,44.30%,15.30%,1.36,4.75,5.19,114,5.48,5.42,5.19,128,123,0.1,0.283,1.54,-0.68,30.40%,71.60%,45.70%,71.80%,87.60%,81.00%,37.20%,56.50%,8.70%,13.60%,9.00%,4930
Kyle Freeland,102,7.94,2.82,1.76,0.316,43.90%,18.50%,1.24,4.76,4.41,100,4.45,5.01,4.34,113,103,0.9,0.279,1.41,0.53,29.90%,67.60%,45.10%,68.90%,88.60%,80.80%,40.20%,61.60%,8.70%,20.60%,7.30%,16256
Antonio Santos,11.1,7.94,3.97,0.79,0.267,45.20%,8.30%,1.17,4.76,3.67,100,4.41,3.87,4.61,87,109,0.1,0.22,1.24,-0.13,22.80%,64.00%,40.30%,69.60%,87.50%,81.70%,42.60%,41.30%,7.40%,21.70%,10.90%,20383
Sean Doolittle,45.1,9.53,4.37,1.19,0.331,18.80%,8.50%,0.35,4.76,4.47,112,4.63,4.35,5.42,101,128,0.3,0.266,1.57,-0.49,33.40%,77.70%,53.60%,72.40%,81.20%,78.20%,45.50%,63.50%,11.70%,23.10%,10.60%,1581
Conner Greene,17,10.06,3.71,0.53,0.34,35.40%,4.50%,0.77,4.76,4.38,110,3.9,3.1,4.64,70,108,0.2,0.254,1.41,-0.05,38.40%,71.40%,51.20%,51.50%,83.80%,68.90%,38.80%,64.00%,15.90%,25.30%,9.30%,16455
Nick Mears,17,7.94,4.76,2.65,0.222,40.00%,25.00%,1,4.76,5.29,116,4.81,6.81,5.08,163,120,-0.4,0.231,1.41,-0.72,33.20%,65.80%,45.20%,67.70%,82.70%,75.70%,36.80%,58.10%,11.00%,20.30%,12.20%,25376
Trent Thornton,49,9.55,2.94,2.2,0.318,39.90%,22.60%,1.08,4.78,5.22,107,3.78,5.45,4.19,133,98,-0.5,0.276,1.43,-0.52,32.70%,68.80%,47.10%,72.50%,84.10%,79.30%,40.10%,59.30%,9.80%,24.10%,7.40%,17948
Andrew Miller,32,9,3.94,1.13,0.363,44.10%,11.80%,1.21,4.78,4.79,119,4.21,4.48,4.74,108,112,0,0.291,1.59,-0.27,29.00%,63.30%,43.90%,61.80%,84.70%,76.20%,43.60%,62.10%,10.50%,22.10%,9.70%,6785
Joely Rodriguez,41.1,9.15,3.7,0.65,0.341,59.00%,11.10%,2.67,4.79,3.51,110,3.66,3.31,3.53,78,83,0.6,0.268,1.5,-0.15,38.90%,61.80%,47.30%,62.60%,82.50%,72.20%,36.70%,57.30%,13.20%,22.70%,9.20%,11487
Alex Lange,28,10.29,5.14,1.61,0.346,44.60%,20.00%,1.48,4.82,7.07,109,4.24,5.02,4.29,115,100,-0.1,0.278,1.71,-0.63,32.50%,68.20%,46.00%,56.10%,83.90%,71.70%,37.90%,57.60%,13.00%,24.20%,12.10%,19883
Bruce Zimmermann,59.2,7.99,3.02,1.81,0.32,41.10%,20.00%,1.27,4.83,6.39,111,4.49,5.11,4.28,114,100,0.5,0.283,1.47,-0.31,31.30%,66.40%,46.20%,61.00%,85.20%,75.70%,42.30%,56.10%,11.20%,20.20%,7.60%,20370
Brady Singer,120.2,9.25,3.8,1.04,0.347,48.60%,13.10%,1.66,4.85,4.63,109,4.35,4.13,4.2,98,98,1.8,0.278,1.56,-1.27,28.60%,62.60%,43.40%,60.10%,86.00%,76.30%,43.50%,55.90%,10.30%,22.40%,9.20%,25377
Martin Perez,107,7.74,2.94,1.51,0.341,44.00%,16.70%,1.39,4.88,5.54,108,4.55,4.86,4.47,114,104,0.6,0.297,1.54,-0.62,30.10%,68.10%,45.70%,72.30%,87.80%,81.80%,41.10%,62.90%,8.30%,19.10%,7.30%,6902
Adbert Alzolay,114,9.16,2.53,1.89,0.262,45.10%,22.40%,1.3,4.89,4.63,119,3.89,4.84,3.77,116,89,0.8,0.233,1.17,-1.01,34.00%,66.10%,48.10%,63.00%,83.60%,75.40%,43.80%,64.10%,11.80%,24.60%,6.80%,17859
Matt Peacock,86.1,5.21,2.92,1.36,0.32,59.20%,18.60%,2.57,4.9,4.32,116,4.49,4.97,4.46,118,105,-0.1,0.3,1.56,-1.37,25.20%,71.80%,45.90%,67.00%,89.30%,82.50%,44.50%,56.20%,8.00%,13.00%,7.30%,20339
Drew Anderson,11,2.45,2.45,0,0.333,28.60%,0.00%,0.6,4.91,4.47,113,6.42,3.71,6.94,88,161,0.1,0.311,1.55,-0.08,28.40%,65.80%,44.10%,71.00%,86.50%,80.70%,42.00%,61.20%,8.50%,6.10%,6.10%,15130
Humberto Mejia,11,8.18,2.45,1.64,0.364,31.40%,16.70%,0.92,4.91,4.59,116,4.39,4.53,4.1,108,97,0.1,0.311,1.55,-0.12,34.80%,74.70%,51.30%,66.70%,86.40%,78.60%,41.40%,54.20%,11.00%,20.80%,6.30%,20739
Johan Oviedo,62.1,7.36,5.34,1.16,0.285,48.20%,14.00%,1.61,4.91,5.88,122,5.39,5.26,5.22,127,124,0,0.249,1.57,-1.13,26.70%,68.70%,44.40%,55.40%,86.60%,75.70%,42.10%,57.60%,10.80%,17.70%,12.80%,22487
Jaime Barria,49.1,5.47,3.47,1.28,0.314,43.00%,12.50%,1.27,4.93,5.58,114,5.4,5.07,5.24,117,122,0.3,0.291,1.54,0.2,27.70%,72.10%,46.10%,68.50%,90.80%,83.00%,41.50%,61.80%,7.80%,13.80%,8.80%,18356
Keynan Middleton,31,6.97,5.52,0.58,0.301,32.60%,4.50%,0.7,4.94,4.92,118,5.53,4.49,6.17,106,143,0,0.252,1.58,0.47,35.80%,77.20%,53.60%,64.80%,78.40%,73.20%,43.00%,61.40%,14.30%,17.10%,13.60%,15264
Austin Davis,23.2,9.89,4.18,1.14,0.286,47.00%,15.00%,1.55,4.94,3.91,114,3.92,4.13,3.99,98,94,0.1,0.228,1.35,-0.65,31.30%,64.50%,44.70%,62.00%,85.30%,75.50%,40.10%,52.90%,10.90%,25.00%,10.60%,17117
Reiss Knehr,20,6.3,6.75,0.45,0.232,37.50%,3.40%,0.72,4.95,4.47,123,6.37,4.96,6.89,119,164,0,0.197,1.45,-0.06,23.60%,71.90%,44.60%,69.40%,84.30%,79.90%,43.50%,56.80%,9.00%,15.90%,17.00%,21541
Ross Detwiler,45.1,11.12,2.98,1.59,0.289,39.70%,16.70%,1,4.96,3.8,126,3.39,4.44,4.03,109,95,0,0.23,1.24,-0.71,31.30%,64.80%,45.30%,64.30%,87.10%,78.00%,42.00%,54.00%,10.00%,28.00%,7.50%,2859
Logan Gilbert,101.1,10.21,1.95,1.33,0.314,33.00%,11.50%,0.72,4.97,4,119,3.68,3.65,4.02,86,94,2.1,0.25,1.21,-0.48,31.20%,74.90%,50.70%,62.50%,80.80%,74.60%,44.60%,63.00%,12.90%,26.60%,5.10%,22250
Chris Mazza,25.1,6.39,2.49,1.07,0.293,37.20%,8.30%,0.81,4.97,4.11,119,4.6,4.35,5.34,105,124,0.1,0.26,1.26,0.27,35.20%,72.00%,50.30%,53.70%,87.90%,73.70%,40.90%,57.10%,13.20%,17.10%,6.70%,14151
Ian Krol,12.2,7.11,3.55,0.71,0.383,41.70%,7.10%,1.43,4.97,4.41,112,4.66,3.79,4.74,87,110,0.1,0.328,1.89,-0.47,33.60%,73.40%,49.40%,66.70%,85.50%,77.80%,39.70%,61.90%,11.00%,15.90%,7.90%,10066
Taylor Clarke,43.1,8.1,2.91,0.83,0.35,36.40%,7.50%,0.96,4.98,4.5,118,4.21,3.53,4.51,84,107,0.5,0.289,1.52,0.35,32.10%,76.50%,51.10%,71.00%,84.60%,79.70%,42.90%,62.90%,10.30%,20.10%,7.20%,17611
Cody Poteet,30.2,9.39,4.7,2.05,0.234,32.90%,17.50%,0.68,4.99,5.4,127,4.79,5.61,4.96,138,118,0,0.216,1.34,-0.32,27.50%,70.40%,46.80%,60.20%,84.50%,76.70%,45.00%,62.10%,10.90%,24.20%,12.10%,18769
